RESP_NUM,Q2,Q3,TRIPS,Q4_TOTAL,Q5_TOTAL,Q4AP,Q4BP,Q4CP,Q4DP,Q4EP,Q4FP,Q4GP,Q4HP,Q5AP,Q5BP,Q5CP,Q5DP,Q5EP,Q5FP,Q5GP,Q5HP,WORK,SCH,SHOP,SOC,HOME,OTH-P-SF,DK-P-SF,REL,SFINTMODE,Q4AM,Q4BM,Q4CM,Q4DM,Q4EM,Q4FM,Q4GM,Q4HM,Q5AM,Q5BM,Q5CM,Q5DM,Q5EM,Q5FM,Q5GM,Q5HM,DA,DO,CRSHRE,TNC,TAXI,TRANS,SHTTLE,BIKE,WALK,SCOOT,OTH-M-SF,DK-M-SF,Q4AD,Q4BD,Q4CD,Q4DD,Q4ED,Q4FD,Q4GD,Q4HD,Q5AD,Q5BD,Q5CD,Q5DD,Q5ED,Q5FD,Q5GD,Q5HD,SF-D1,SF-D2,SF-D3,Q6,Q8,Q10,Q11_TOTAL,Q12,Q19,Q13,Q15,Q16M,Q17,Q18_TOTAL,Q9M,Q7P,9P-ADJ,Q11AP,Q11BP,Q11CP,Q11DP,Q11EP,Q11FP,Q11GP,Q11HP,Q14P,Q16P-ADJ,Q18AP,Q18BP,Q18CP,Q18DP,Q18EP,Q18FP,Q18GP,Q18HP,WORK1,WORK2,SCH1,SCH2,SHOP1,SHOP2,SOC1,SOC2,HOME1,HOME2,OTH1-P,OTH2-P,DK1-P,DK2-P,REL1,REL2,Q7M,Q9M-ADJ,Q11AM,Q11BM,Q11CM,Q11DM,Q11EM,Q11FM,Q11GM,Q11HM,Q14M,Q16M-ADJ,Q18AM,Q18BM,Q18CM,Q18DM,Q18EM,Q18FM,Q18GM,Q18HM,DA1,DA2,DO1,DO2,CRSHRE1,CRSHRE2,TNC1,TNC2,TAXI1,TAXI2,TRANS1,TRANS2,SHTTLE1,SHTTLE2,BIKE1,BIKE2,WALK1,WALK2,SCOOT1,SCOOT2,OTH1-M,OTH2-M,DK1-M,DK2-M,Q7D,Q9D,Q11AD,Q11BD,Q11CD,Q11DD,Q11ED,Q11FD,Q11GD,Q11HD,Q14D,Q16D,Q18AD,Q18BD,Q18CD,Q18DD,Q18ED,Q18FD,Q18GD,Q18HD,OSF1-D1,OSF1-D2,OSF1-D3,OSF2-D1,OSF2-D2,OSF2-D3,OSF-D1,OSF-D2,OSF-D3,Q20A,Q21A,Q21B,Q21C,Q21D,Q22,Q23,Q24-SF,Q24-NSF,Q24A,Q25,Q26-1,Q26-2,Q26-3,Q26-4,Q26-5,Q27,Q28,SAMPLE_TYPE,LANGUAGE,ZONE,INTERVIEW_DAY,INTERVIEW_DATE,AGECO,WEIGHT
1014,9,,5,2,3,1,5,,,,,,,1,4,5,,,,,,2,0,0,1,2,0,0,0,6,6,6,,,,,,,6,9,6,,,,,,0,0,0,0,0,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,B,1,B,9,,94123,2,1,,,,,2,2,3,1,2,4,10/8/2014,2,1.115464198
1015,5,1,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,,30,3,1,1,,1,1,,1,5,,,,,,,,,1,5,3,,,,,,,,30,3,0,0,0,3,0,0,30,3,0,0,0,0,0,0,1,1,,,,,,,,,6,6,9,,,,,,,,60,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,B,1,B,,94402,3,5,4,,,,,3,1,3,1,,4,10/8/2014,10,0.93027803
1017,9,,4,4,0,3,3,3,5,,,,,,,,,,,,,0,0,3,0,1,0,0,0,1,1,1,1,1,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,,,,,,,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,12,,2,3,1,,,,,2,1,3,1,2,5,10/9/2014,3,0.865878313
1018,9,,5,2,3,3,5,,,,,,,3,5,3,,,,,,0,0,3,0,2,0,0,0,9,9,9,,,,,,,9,9,2,,,,,,0,1,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,2,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,1,4,2,1,7,,5,4,4,,,,,4,2,1,1,2,5,10/9/2014,4,0.870378261
1019,5,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,2,,15,5,1,1,,2,,,2,5,,,,,,,,,4,5,,,,,,,,,0,0,15,0,0,0,0,5,15,5,0,0,0,0,0,0,6,6,,,,,,,,,1,1,,,,,,,,,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,0,0,0,0,16,0,0,16,0,1,5,1,1,5,1,1,,94080,5,1,2,,,,,3,1,3,1,,5,10/9/2014,6,1.13516
1020,9,,9,5,4,4,4,3,3,5,,,,3,4,3,5,,,,,0,0,4,3,2,0,0,0,6,6,6,7,6,9,,,,9,6,6,6,,,,,0,0,0,0,0,6,1,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,5,1,2,2,,2,5,4,,,,,1,1,1,1,1,5,10/9/2014,5,1.088087255
1021,9,,6,2,4,1,5,,,,,,,1,4,1,5,,,,,3,0,0,1,2,0,0,0,6,6,6,,,,,,,6,9,9,6,,,,,0,0,0,0,0,4,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,26,,94080,4,2,,,,,2,1,3,1,5,5,10/9/2014,4,0.870378261
1022,9,,10,6,4,1,3,3,3,3,5,,,1,3,3,5,,,,,2,0,6,0,2,0,0,0,1,1,1,1,9,9,1,,,8,8,6,6,,,,,4,0,0,0,0,2,0,2,2,0,0,0,2,1,2,,,2,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,5,6,1,14,,5,3,4,,,,,3,1,3,1,2,5,10/9/2014,3,0.865878313
1024,9,,5,5,0,3,3,3,3,5,,,,,,,,,,,,0,0,4,0,1,0,0,0,2,2,2,2,2,2,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,1,1,11,,2,4,8,7,,,,1,2,3,1,1,6,10/10/2014,4,0.870378261
1025,5,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,2,,20,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,5,1,1,,94080,94118,2,1,,,,,4,1,1,1,,6,10/10/2014,7,1.048985294
1026,8,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,1,1,1,,1,2,,4,5,3,3,6,,,,,,3,5,4,1,,,,,,,0,1,0,0,6,1,3,1,3,1,3,0,0,0,0,0,6,6,9,9,9,,,,,,1,1,2,1,,,,,,,0,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,,,,,,,,2,2,2,2,,,,,,,0,0,0,0,32,0,0,32,0,1,1,1,1,5,4,1,,95476,5,5,4,,,,,2,1,3,1,,6,10/10/2014,10,0.93027803
1027,9,,1,1,0,5,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,2,2,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,4,1,5,,5,3,3,,,,,4,1,1,1,1,6,10/10/2014,3,0.865878313
1028,9,,2,2,0,4,5,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,2,2,2,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1,1,1,1,12,,2,5,4,,,,,4,2,1,1,2,6,10/10/2014,5,1.088087255
1029,9,,6,3,3,1,1,5,,,,,,1,1,5,,,,,,4,0,0,0,2,0,0,0,1,1,2,2,,,,,,2,2,2,,,,,,1,5,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,2,2,2,,,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,8,,94124,5,2,,,,,2,1,3,1,1,6,10/10/2014,5,1.088087255
1030,5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,1,2,25,,2,,,,,,1,5,4,3,,,,,,,,,,,,,,,,,25,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,32,0,0,0,0,0,32,0,8,5,1,1,5,5,1,,94080,94080,4,1,,,,,4,1,3,1,,6,10/10/2014,9,1.074865278
1032,9,,3,0,3,,,,,,,,,4,3,5,,,,,,0,0,1,1,1,0,0,0,9,,,,,,,,,9,1,9,,,,,,1,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,2,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,3,1,14,,2,5,4,,,,,5,1,1,1,2,1,10/12/2014,5,1.088087255
1033,9,,11,6,5,1,5,3,5,3,5,,,2,5,4,4,5,,,,1,1,2,2,5,0,0,0,2,2,2,9,2,6,2,,,2,6,6,6,2,,,,0,6,0,0,0,4,0,0,1,0,0,0,3,3,,3,,3,,,3,,,,3,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,20,,5,2,3,,,,,1,2,3,1,4,1,10/12/2014,2,1.115464198
1034,9,,3,0,3,,,,,,,,,3,5,3,,,,,,0,0,2,0,1,0,0,0,5,,,,,,,,,5,5,2,,,,,,0,1,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,2,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,3,2,1,2,,5,3,4,,,,,4,2,3,1,1,1,10/12/2014,3,0.865878313
1035,9,,6,2,4,1,5,,,,,,,1,4,1,5,,,,,3,0,0,1,2,0,0,0,6,6,6,,,,,,,6,9,9,6,,,,,0,0,0,0,0,4,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,2,1,,5,4,2,,,,,3,2,1,1,2,1,10/12/2014,4,0.870378261
1038,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,5,1,1,,1,1,,3,5,4,4,6,,,,,,3,5,4,,,,,,,,0,0,0,0,2,5,4,5,2,5,2,0,0,0,0,0,2,2,2,2,2,,,,,,1,1,1,,,,,,,,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,2,2,2,,,,,,,,0,40,0,0,24,0,0,64,0,1,1,1,1,1,1,1,,94546,2,3,2,,,,,4,2,1,1,,3,10/14/2014,8,0.93861625
1039,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,2,,2,,2,,,,,5,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,5,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,8,0,4,3,1,1,1,1,1,,94062,2,2,1,,,,,1,1,3,1,,3,10/14/2014,7,1.048985294
1040,9,,6,2,4,1,5,,,,,,,1,4,1,5,,,,,3,0,0,1,2,0,0,0,6,6,6,,,,,,,6,9,9,6,,,,,0,0,0,0,0,4,0,0,2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,16,,94102,4,4,,,,,4,2,1,1,3,3,10/14/2014,4,0.870378261
1041,7,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,5,5,1,1,,2,,,1,5,,,,,,,,,3,5,,,,,,,,,5,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,2,2,,,,,,,,,1,1,,,,,,,,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,6,1,1,1,1,1,1,,94534,5,4,4,,,,,4,1,1,1,,3,10/14/2014,9,1.074865278
1042,9,,5,3,2,3,4,5,,,,,,4,5,,,,,,,0,0,1,2,2,0,0,0,5,5,9,5,,,,,,6,6,,,,,,,0,0,0,0,2,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,6,1,2,2,27,,2,5,4,,,,,1,1,1,1,1,3,10/14/2014,5,1.088087255
1044,9,,8,4,4,2,5,3,5,,,,,2,5,2,5,,,,,0,3,1,0,4,0,0,0,9,9,9,1,1,,,,,9,9,9,9,,,,,2,0,0,0,0,0,0,0,6,0,0,0,,,2,2,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,26,,2,2,2,,,,,1,2,1,1,5,4,10/15/2014,2,1.115464198
1045,1,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,3,20,1,1,2,6,2,,,1,7,3,1,5,,,,,,3,5,,,,,,,,,40,0,0,0,20,1,0,0,20,1,0,0,20,0,0,0,6,6,9,9,6,,,,,,9,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,40,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,,R,5,2,4,,,,,1,2,3,1,,4,10/15/2014,7,1.048985294
1046,4,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,2,5,,2,,,,,,3,5,4,4,,,,,,,,,,,,,,,,,0,0,0,0,5,0,10,0,5,0,0,0,0,0,0,0,1,1,2,2,,,,,,,,,,,,,,,,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,32,0,0,0,0,0,32,0,2,1,1,1,1,1,1,,94565,2,2,2,,,,,1,1,3,1,,4,10/15/2014,7,1.048985294
1047,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,2,,94501,2,1,1,,,,,1,1,3,1,,4,10/15/2014,6,1.13516
1048,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,1,1,1,1,,2,,,4,5,,,,,,,,,1,5,,,,,,,,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,,,,,,,,,1,1,,,,,,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,2,2,,,,,,,,,0,16,0,0,16,0,0,32,0,6,1,1,1,5,1,1,,94555,5,3,4,,,,,4,1,1,1,,4,10/15/2014,8,0.93861625
1050,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,1,1,1,,2,,,4,5,3,4,,,,,,,3,5,,,,,,,,,0,0,0,0,2,1,4,0,2,1,0,0,0,0,0,0,6,6,9,9,,,,,,,6,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,1,1,1,1,2,1,,94608,5,3,4,,,,,3,2,1,1,,5,10/16/2014,8,0.93861625
1051,9,,2,2,0,3,5,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,6,6,6,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,21,,2,1,1,,,,,1,2,3,1,3,5,10/16/2014,1,1.04312
1052,6,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,,2,,,,,,8,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,2,2,2,,,,,,,,,,,,,,,,,,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,5,2,1,,95008,3,2,2,8,,,,3,2,3,1,,5,10/16/2014,7,1.048985294
1053,5,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,5,1,1,1,,2,,,4,5,,,,,,,,,4,5,,,,,,,,,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,1,1,,,,,,,,,6,6,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94002,2,5,4,,,,,5,2,3,1,,5,10/16/2014,10,0.93027803
1054,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94703,94703,1,1,,,,,1,1,3,1,,5,10/16/2014,6,1.13516
1056,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,5,1,1,,94526,2,4,4,,,,,3,1,3,1,,2,10/20/2014,9,1.074865278
1057,2,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,5,4,1,1,,2,,,4,5,3,4,,,,,,,3,5,,,,,,,,,0,0,0,0,5,4,10,0,5,4,0,0,0,0,0,0,2,2,2,6,,,,,,,2,2,,,,,,,,,0,0,15,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,2,2,,,,,,,,,0,24,0,0,16,0,0,40,0,6,6,1,1,5,2,1,,94509,5,1,1,,,,,1,2,3,1,,2,10/20/2014,6,1.13516
1058,5,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,2,5,,2,,,,,,3,5,1,4,,,,,,,,,,,,,,,,,5,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,6,6,6,6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,1,1,1,5,2,2,,94062,2,4,4,,,,,2,1,3,1,,2,10/20/2014,9,1.074865278
1060,2,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,3,3,1,1,,1,1,,4,5,,,,,,,,,3,5,4,,,,,,,,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,6,6,,,,,,,,,6,6,6,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,1,1,1,5,2,1,,94523,94583,3,7,1,,,,2,2,3,1,,3,10/21/2014,8,0.93861625
1061,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,,2,,,,,,1,5,3,,,,,,,,,,,,,,,,,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,2,1,5,1,1,1,1,,94901,94112,5,3,,,,,1,2,3,1,,3,10/21/2014,10,0.93027803
1062,9,,12,6,6,1,5,1,5,3,5,,,4,7,5,3,5,4,,,2,0,2,2,5,0,1,0,6,6,6,9,9,9,9,,,6,6,2,2,2,2,,,0,4,0,0,0,4,0,0,4,0,0,0,,,,,,,,,,,2,2,2,2,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1,1,4,2,1,25,,4,2,4,,,,,1,1,3,1,2,3,10/21/2014,2,1.115464198
