RESP_NUM,Q2,Q3,TRIPS,Q4_TOTAL,Q5_TOTAL,Q4AP,Q4BP,Q4CP,Q4DP,Q4EP,Q4FP,Q4GP,Q4HP,Q5AP,Q5BP,Q5CP,Q5DP,Q5EP,Q5FP,Q5GP,Q5HP,WORK,SCH,SHOP,SOC,HOME,OTH-P-SF,DK-P-SF,REL,SFINTMODE,Q4AM,Q4BM,Q4CM,Q4DM,Q4EM,Q4FM,Q4GM,Q4HM,Q5AM,Q5BM,Q5CM,Q5DM,Q5EM,Q5FM,Q5GM,Q5HM,DA,DO,CRSHRE,TNC,TAXI,TRANS,SHTTLE,BIKE,WALK,SCOOT,OTH-M-SF,DK-M-SF,Q4AD,Q4BD,Q4CD,Q4DD,Q4ED,Q4FD,Q4GD,Q4HD,Q5AD,Q5BD,Q5CD,Q5DD,Q5ED,Q5FD,Q5GD,Q5HD,SF-D1,SF-D2,SF-D3,Q6,Q8,Q10,Q11_TOTAL,Q12,Q19,Q13,Q15,Q16M,Q17,Q18_TOTAL,Q9M,Q7P,9P-ADJ,Q11AP,Q11BP,Q11CP,Q11DP,Q11EP,Q11FP,Q11GP,Q11HP,Q14P,Q16P-ADJ,Q18AP,Q18BP,Q18CP,Q18DP,Q18EP,Q18FP,Q18GP,Q18HP,WORK1,WORK2,SCH1,SCH2,SHOP1,SHOP2,SOC1,SOC2,HOME1,HOME2,OTH1-P,OTH2-P,DK1-P,DK2-P,REL1,REL2,Q7M,Q9M-ADJ,Q11AM,Q11BM,Q11CM,Q11DM,Q11EM,Q11FM,Q11GM,Q11HM,Q14M,Q16M-ADJ,Q18AM,Q18BM,Q18CM,Q18DM,Q18EM,Q18FM,Q18GM,Q18HM,DA1,DA2,DO1,DO2,CRSHRE1,CRSHRE2,TNC1,TNC2,TAXI1,TAXI2,TRANS1,TRANS2,SHTTLE1,SHTTLE2,BIKE1,BIKE2,WALK1,WALK2,SCOOT1,SCOOT2,OTH1-M,OTH2-M,DK1-M,DK2-M,Q7D,Q9D,Q11AD,Q11BD,Q11CD,Q11DD,Q11ED,Q11FD,Q11GD,Q11HD,Q14D,Q16D,Q18AD,Q18BD,Q18CD,Q18DD,Q18ED,Q18FD,Q18GD,Q18HD,OSF1-D1,OSF1-D2,OSF1-D3,OSF2-D1,OSF2-D2,OSF2-D3,OSF-D1,OSF-D2,OSF-D3,Q20A,Q21A,Q21B,Q21C,Q21D,Q22,Q23,Q24-SF,Q24-NSF,Q24A,Q25,Q26-1,Q26-2,Q26-3,Q26-4,Q26-5,Q27,Q28,SAMPLE_TYPE,LANGUAGE,ZONE,INTERVIEW_DAY,INTERVIEW_DATE,AGECO,WEIGHT
1064,3,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,2,,15,5,1,1,,2,,,1,5,,,,,,,,,1,5,,,,,,,,,15,5,0,0,0,0,0,0,15,5,0,0,0,0,0,0,6,6,,,,,,,,,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,,R,94111,4,4,,,,,5,1,1,1,,4,10/22/2014,9,1.074865278
1065,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,5,5,1,5,6,1,,94558,5,5,4,,,,,5,1,3,1,,4,10/22/2014,10,0.93027803
1067,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,6,1,1,,94965,94965,4,4,,,,,2,1,3,1,,6,10/24/2014,9,1.074865278
1068,9,,8,4,4,1,4,1,5,,,,,1,4,1,5,,,,,4,0,0,2,2,0,0,0,6,6,9,9,6,,,,,6,9,9,6,,,,,0,0,0,0,0,4,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,5,1,2,14,,94117,2,2,3,,,,2,2,3,1,2,6,10/24/2014,2,1.115464198
1069,1,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,1,1,1,15,1,1,,1,2,,4,5,3,,,,,,,,4,5,4,3,,,,,,,0,0,0,0,1,15,1,30,1,15,0,0,0,0,0,0,8,8,8,,,,,,,,1,1,8,8,,,,,,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,,,,,,,,,0,0,0,0,16,0,0,16,0,1,1,1,1,1,6,1,,R,94122,5,2,,,,,5,1,3,1,,6,10/24/2014,10,0.93027803
1070,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,6,6,6,,,,,,,6,6,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,1,1,1,2,17,,94108,2,1,,,,,3,2,1,1,3,6,10/24/2014,2,1.115464198
1072,9,,2,0,2,,,,,,,,,1,5,,,,,,,1,0,0,0,1,0,0,0,1,,,,,,,,,1,1,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,2,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,1,1,1,1,13,,94102,3,4,,,,,2,1,3,1,4,1,10/26/2014,3,0.865878313
1073,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,,2,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,12,1,1,1,1,1,1,,R,94109,3,1,,,,,1,1,1,1,,1,10/26/2014,8,0.93861625
1075,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,6,1,1,1,1,,2,,,4,5,4,4,4,4,4,,,,1,5,,,,,,,,,0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,2,2,8,8,8,8,8,,,,6,6,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,4,1,,R,94102,5,4,,,,,4,2,1,1,,2,10/27/2014,10,0.93027803
1076,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,4,1,,94401,5,1,3,,,,,1,1,3,1,,2,10/27/2014,6,1.13516
1077,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,4,1,1,1,,2,,,1,5,,,,,,,,,1,5,,,,,,,,,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,2,,,,,,,,,6,6,,,,,,,,,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,1,1,1,1,5,2,1,,94520,5,2,1,,,,,1,1,3,1,,2,10/27/2014,7,1.048985294
1078,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,1,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94577,5,5,4,7,,,,5,2,3,1,,2,10/27/2014,10,0.93027803
1079,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,,2,,,,,,3,5,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94533,2,4,1,,,,,1,2,3,1,,2,10/27/2014,9,1.074865278
1081,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,1,1,,1,2,,2,5,,,,,,,,,3,5,3,3,,,,,,,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,7,7,9,6,,,,,,,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,12,1,1,1,5,1,1,,94403,5,5,2,,,,,2,2,1,1,,3,10/28/2014,10,0.93027803
1082,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,2,,,,,,4,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,1,3,1,,94040,94303,2,1,,,,,2,1,3,1,,3,10/28/2014,7,1.048985294
1083,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,2,1,,94565,2,1,1,,,,,5,1,3,1,,3,10/28/2014,6,1.13516
1084,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,4,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,,2,6,6,,,,,5,1,3,1,,3,10/28/2014,10,0.93027803
1085,7,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,2,,30,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,2,1,,94590,94015,1,2,,,,,1,1,3,1,,3,10/28/2014,6,1.13516
1086,1,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,1,30,2,1,1,,2,,,1,5,4,,,,,,,,4,5,,,,,,,,,30,0,0,0,0,0,30,2,30,2,0,0,0,0,0,0,2,2,9,,,,,,,,6,6,,,,,,,,,0,0,60,0,0,0,0,0,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,5,5,1,1,5,2,1,,94536,5,2,4,,,,,2,1,3,1,,3,10/28/2014,7,1.048985294
1087,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,,2,,,,,,4,5,4,4,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,32,0,0,0,0,0,32,0,6,1,1,1,1,5,1,,94529,95134,5,1,,,,,4,1,3,1,,3,10/28/2014,10,0.93027803
1089,2,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,1,1,20,,2,,,,,1,1,5,3,,,,,,,,,,,,,,,,,,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,2,1,9,,,,,,,,,,,,,,,,,,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,5,6,1,,94806,5,4,3,,,,,3,1,3,1,,4,10/29/2014,9,1.074865278
1090,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,,2,,,,,,3,5,4,4,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,6,6,9,9,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,1,4,1,,94519,5,1,4,,,,,2,1,3,1,,4,10/29/2014,6,1.13516
1092,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,,2,,,,,,3,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,8,16,0,0,0,0,8,16,0,6,1,1,1,5,2,1,,95070,5,5,4,,,,,4,2,1,1,,5,10/30/2014,10,0.93027803
1093,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,,2,,,,,,3,5,4,3,,,,,,,,,,,,,,,,,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,6,6,6,6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,,94597,2,1,3,,,,,1,1,3,1,,5,10/30/2014,6,1.13516
1094,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,,2,,,,,,3,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,1,1,1,,94624,94545,3,3,,,,,1,2,3,1,,5,10/30/2014,8,0.93861625
1096,9,,1,0,1,,,,,,,,,4,,,,,,,,0,0,0,1,0,0,0,0,5,,,,,,,,,5,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,3,2,1,1,,2,4,6,,,,,1,1,3,1,2,1,11/2/2014,4,0.870378261
1097,3,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,,20,,2,,,,,,1,5,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,5,1,,94945,94103,5,4,,,,,4,1,3,1,,1,11/2/2014,10,0.93027803
1098,9,,5,3,2,3,3,4,,,,,,3,5,,,,,,,0,0,3,1,1,0,0,0,2,2,1,2,,,,,,2,9,,,,,,,1,3,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,,,2,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,2,1,7,,3,5,4,,,,,4,1,3,1,2,1,11/2/2014,5,1.088087255
1099,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,,2,,,,,,3,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,3,,6,6,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,,95008,2,2,1,,,,,1,1,1,1,,1,11/2/2014,7,1.048985294
1100,9,,10,4,6,4,3,4,5,,,,,4,4,3,2,4,5,,,0,1,2,5,2,0,0,0,2,2,2,2,2,,,,,9,9,6,2,2,2,,,0,7,0,0,0,1,0,0,2,0,0,0,2,1,2,2,,,,,,,,2,2,2,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,1,2,1,7,,2,1,1,,,,,5,2,3,1,2,1,11/2/2014,1,1.04312
1101,9,,4,2,2,1,5,,,,,,,1,5,,,,,,,2,0,0,0,2,0,0,0,1,1,1,,,,,,,1,1,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,1,1,1,1,1,19,,94108,2,1,,,,,1,1,3,1,5,1,11/2/2014,2,1.115464198
1103,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,1,,2,,,,,,4,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,16,0,6,1,1,1,1,1,1,,94065,94022,5,3,,,,,1,1,3,1,,2,11/3/2014,10,0.93027803
1104,2,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,8,,2,,,,,,4,5,3,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,1,2,1,,94806,94804,3,3,,,,,2,2,3,1,,2,11/3/2014,8,0.93861625
1105,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,2,20,,2,,,,,,1,5,1,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,24,0,6,1,1,1,5,1,1,,94545,5,3,6,,,,,2,1,3,1,,2,11/3/2014,8,0.93861625
1106,9,,16,8,8,4,4,5,3,5,4,4,5,4,4,4,4,5,3,4,4,0,0,2,10,4,0,0,0,6,6,9,6,2,1,6,6,6,9,6,9,9,6,6,6,4,1,1,0,1,0,9,0,0,4,0,0,0,,,,2,2,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,5,1,1,14,,5,3,4,,,,,4,1,3,1,2,2,11/3/2014,3,0.865878313
1108,9,,1,1,0,5,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,6,6,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,3,7,2,6,,94108,2,4,,,,,4,2,3,1,2,3,11/4/2014,2,1.115464198
1109,5,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,1,2,30,,2,,,,,,3,5,4,4,,,,,,,,,,,,,,,,,0,0,0,0,30,0,60,0,30,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,,,,,,0,32,0,0,0,0,0,32,0,9,1,1,1,1,1,1,,94080,94010,3,1,,,,,3,1,3,1,,3,11/4/2014,8,0.93861625
1110,9,,10,6,4,1,5,3,5,3,5,,,4,4,4,5,,,,,1,0,2,3,4,0,0,0,8,8,8,1,2,1,1,,,2,2,2,2,,,,,3,5,0,0,0,0,0,2,0,0,0,0,,,2,2,2,2,,,2,2,2,2,,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,7,1,15,,94103,4,4,,,,,4,1,3,1,3,3,11/4/2014,4,0.870378261
1111,9,,4,2,2,1,5,,,,,,,4,5,,,,,,,1,0,0,1,2,0,0,0,1,1,1,,,,,,,2,2,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,2,2,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,2,1,13,,94111,5,1,,,,,2,1,3,1,4,3,11/4/2014,5,1.088087255
1112,9,,11,6,5,1,4,1,5,4,5,,,5,4,4,3,5,,,,2,0,1,4,4,0,0,0,1,1,2,2,1,9,9,,,6,6,9,9,9,,,,2,2,0,0,0,2,0,0,5,0,0,0,2,2,2,2,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,5,3,1,5,,94124,4,4,,,,,2,1,3,1,1,3,11/4/2014,4,0.870378261
